program_id,university_id,verified_fields,evidence_status,source_urls,verified_at,evidence_note
prog_my_016,uni_my_006,duration_years;study_mode,VERIFIED,https://kulliyyah.iium.edu.my/kict/bachelor-in-computer-science-honours/,2026-08-20,Current official IIUM KICT page verifies 3.5-year full-time structure.
prog_my_017,uni_my_006,duration_years;study_mode,VERIFIED,https://kulliyyah.iium.edu.my/kict/bachelor-of-information-technology/,2026-08-20,Current official IIUM KICT page verifies 3.5-year full-time structure.
prog_my_018,uni_my_006,,VERIFIED_MULTI_MODE_NOT_NORMALIZED,https://kulliyyah.iium.edu.my/kict/master-of-information-technology-3/,2026-08-20,Official programme supports full-time and part-time pathways with different durations. Single-value staging fields were not populated.
prog_my_019,uni_my_007,,DETAIL_DEFERRED,https://www.utp.edu.my/Pages/Admission/Undergraduate/Bachelor-of-Computer-Science-%28Hons%29.aspx,2026-08-20,"Programme identity remains verified, but no additional field was accepted in this round."
prog_my_020,uni_my_007,duration_years,VERIFIED_WITH_TUITION_CONFLICT,https://www.utp.edu.my/Pages/Admission/Undergraduate/Bachelor-in-Information-Technology-%28Hons%29.aspx,2026-08-20,Current programme page verifies 4-year duration. Tuition withheld because inspected official UTP pages contain conflicting fee figures.
prog_my_021,uni_my_007,,DETAIL_DEFERRED,https://www.utp.edu.my/Pages/Admission/Undergraduate/Bachelor-in-Information-Systems-%28Hons%29.aspx,2026-08-20,"Programme identity remains verified, but no additional field was accepted in this round."
prog_my_022,uni_my_008,duration_years;study_mode;ielts_requirement;intake,VERIFIED,https://university.taylors.edu.my/en/study/explore-all-programmes/computer-science/undergraduate/bachelor-of-computer-science.html,2026-08-20,"Current 2026 Taylor's page verifies 3-year full-time study, IELTS 5.5 and February/April/September intakes."
prog_my_023,uni_my_008,duration_years;study_mode;ielts_requirement;intake,VERIFIED,https://university.taylors.edu.my/en/study/explore-all-programmes/computer-science/undergraduate/bachelor-of-software-engineering.html,2026-08-20,"Current 2026 Taylor's page verifies 3-year full-time study, IELTS 5.5 and February/April/September intakes."
prog_my_024,uni_my_008,duration_years;study_mode;ielts_requirement;intake,VERIFIED,https://university.taylors.edu.my/en/study/explore-all-programmes/computer-science/undergraduate/bachelor-of-information-technology.html,2026-08-20,"Current 2026 Taylor's page verifies 3-year full-time study, IELTS 5.5 and February/April/September intakes."
prog_my_025,uni_my_009,duration_years;study_mode;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_last_verified_at;ielts_requirement;intake,VERIFIED,https://sunwayuniversity.edu.my/faculty-of-engineering-and-technology/courses/bachelor-of-science-honours-computer-science,2026-08-20,"Current Sunway 2026 page verifies 3-year full-time study, IELTS 6.0, intakes and estimated annual international fee."
prog_my_026,uni_my_009,duration_years;study_mode;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_last_verified_at;ielts_requirement;intake,VERIFIED,https://sunwayuniversity.edu.my/faculty-of-engineering-and-technology/courses/bachelor-of-software-engineering-hons,2026-08-20,"Current Sunway 2026 page verifies 3-year full-time study, IELTS 6.0, intakes and estimated annual international fee."
prog_my_027,uni_my_009,duration_years;study_mode;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_last_verified_at;ielts_requirement;intake,VERIFIED,https://sunwayuniversity.edu.my/faculty-of-engineering-and-technology/courses/bachelor-of-information-systems-honours-data,2026-08-20,"Current Sunway 2026 page verifies 3-year full-time study, IELTS 6.0, intakes and estimated annual international fee."
prog_my_028,uni_my_010,duration_years,VERIFIED_WITH_LEGACY_DETAIL_SOURCE,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-local/local/bachelor-of-computer-science-with-honours,2026-08-20,Official UUM page verifies 3.5-year duration but is dated 19 May 2022; freshness remains unknown.
prog_my_029,uni_my_010,duration_years,VERIFIED_WITH_LEGACY_DETAIL_SOURCE,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-local/local/bachelor-of-science-with-honours-information-technology,2026-08-20,Official UUM page verifies 3.5-year duration but is dated 19 May 2022; freshness remains unknown.
prog_my_030,uni_my_010,,VERIFIED_WITH_LEGACY_DETAIL_SOURCE,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-local/local/bachelor-of-science-with-honours-multimedia,2026-08-20,Official UUM page states 7 semesters and is dated 19 May 2022. Semester-to-year conversion was deliberately not inferred.
