program_id,university_id,verified_fields,evidence_status,source_urls,verified_at,evidence_note
prog_my_061,uni_my_021,duration_years;study_mode;ielts_requirement;intake,VERIFIED_CURRENT_PARTIAL,https://admission.umpsa.edu.my/undergraduate-study/computer-international/bcs-software-engineering-international | https://open-intake.umpsa.edu.my/prog_details.php?prog_c=BCS,2026-08-21,"4-year duration, full-time wording, IELTS 4.0 and February 2026 intake verified. TOEFL 30-31 range not normalized. Price not assumed to equal tuition."
prog_my_062,uni_my_021,duration_years;ielts_requirement,VERIFIED_CURRENT_PARTIAL,https://admission.umpsa.edu.my/undergraduate-study/computer-international/bcn-computer-system-networking-international,2026-08-21,4-year duration and IELTS 4.0 verified. TOEFL 30-31 range was not converted into one integer.
prog_my_063,uni_my_021,duration_years;ielts_requirement;intake,VERIFIED_CURRENT_PARTIAL,https://admission.umpsa.edu.my/undergraduate-study/computer-international/bcy-cyber-security-international-2 | https://open-intake.umpsa.edu.my/prog_details.php?prog_c=BCY,2026-08-21,"4-year 3u1i structure, IELTS 4.0 and February 2026 intake verified. TOEFL range and Price were not force-normalized."
prog_my_064,uni_my_022,,DETAIL_DEFERRED_CURRENT_IDENTITY,https://fkc.unimap.edu.my/index.php/en/programmes/bachelor/data-science-ai,2026-08-21,Current official identity confirmed. No sufficiently explicit current value was accepted for a schema detail field in this round.
prog_my_065,uni_my_022,,DETAIL_DEFERRED_CURRENT_IDENTITY,https://admission.unimap.edu.my/programme.php?id=UR6523002,2026-08-21,Current official identity confirmed. No duration/fee value was normalized from indirect timetable or category evidence.
prog_my_066,uni_my_022,duration_years,VERIFIED_CURRENT_ACTIVE_WITH_DURATION,https://admission.unimap.edu.my/programme.php?id=UR6526002 | https://ftka.unimap.edu.my/images/kalendar-akademikbaru/UR6526002_-_BACHELOR_OF_ENVIRONMENTAL_ENGINEERING_WITH_HONOURS_INTAKE_2024.pdf,2026-08-21,Official curriculum spans four academic years and eight semesters; current timetable also shows active Y1-Y4 cohorts.
prog_my_067,uni_my_023,duration_years;study_mode;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_DETAIL,https://www.unisza.edu.my/our-faculties/bachelor-of-computer-science-software-development-with-honours/,2026-08-21,"Current official page verifies full-time, 3.5 years, IELTS 5.0 and TOEFL iBT 42. Tuition range not reduced to one number."
prog_my_068,uni_my_023,duration_years;study_mode;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_DETAIL,https://www.unisza.edu.my/our-faculties/bachelor-of-computer-science-computer-network-security-with-honours/,2026-08-21,"Current official page verifies full-time, 3.5 years and international English scores."
prog_my_069,uni_my_023,duration_years;study_mode;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_DETAIL,https://www.unisza.edu.my/our-faculties/bachelor-of-computer-science-internet-computing-with-honours/,2026-08-21,"Current official page verifies full-time, 3.5 years, IELTS 5.0 and TOEFL iBT 42."
prog_my_070,uni_my_024,,DETAIL_DEFERRED_NO_SAFE_NORMALIZATION,https://www.upnm.edu.my/index.php/en/admission-en/academic-program/undergraduate | https://www.upnm.edu.my/images/BPA/19_MAC_2023_PROSPEKTUS_NO_QR_compressed_1.pdf,2026-08-21,Current identity confirmed. No current international tuition or explicit duration was imported. 2013 international fee data was rejected as stale.
prog_my_071,uni_my_024,,DETAIL_DEFERRED_NO_SAFE_NORMALIZATION,https://www.upnm.edu.my/index.php/en/admission-en/academic-program/undergraduate | https://www.upnm.edu.my/images/BPA/19_MAC_2023_PROSPEKTUS_NO_QR_compressed_1.pdf,2026-08-21,Programme remains active. Curriculum structure was not converted into a duration without an explicit duration statement.
prog_my_072,uni_my_024,,DETAIL_DEFERRED_NO_SAFE_NORMALIZATION,https://www.upnm.edu.my/index.php/en/admission-en/academic-program/undergraduate | https://www.upnm.edu.my/images/BPA/19_MAC_2023_PROSPEKTUS_NO_QR_compressed_1.pdf,2026-08-21,Current identity confirmed. No safe current international detail was force-filled.
prog_my_073,uni_my_025,duration_years;study_mode;intake,VERIFIED_CURRENT_DURATION_MODE_INTAKE,https://capsule.umk.edu.my/apply | https://hea-flipbook.umk.edu.my/BUKU-SYARAT-KEMASUKAN/20232024/pdf.pdf | https://umki.umk.edu.my/download/Handbook%20For%20New%20Undergraduate%20Student.pdf,2026-08-21,"4-year duration, current full-time route and September intake verified. Semester-1-only international tuition was not normalized."
prog_my_074,uni_my_025,study_mode;intake,VERIFIED_CURRENT_MODE_INTAKE_ONLY,https://capsule.umk.edu.my/apply | https://fsb.umk.edu.my/undergraduate.cfm,2026-08-21,"Current Environmental Analytics identity, full-time Bachelor route and September intake verified. Duration remains unfilled."
prog_my_075,uni_my_025,duration_years;study_mode;intake,VERIFIED_CURRENT_DURATION_MODE_INTAKE,https://capsule.umk.edu.my/apply | https://www.umk.edu.my/download/BUKU-PROMOSI-AKADEMIK-UMK.pdf | https://umki.umk.edu.my/download/Handbook%20For%20New%20Undergraduate%20Student.pdf,2026-08-21,"4-year duration, full-time route and September intake verified. Semester-1-only tuition was not stored as comparable tuition_fee."
