program_id,university_id,verified_fields,evidence_status,source_urls,verified_at,evidence_note
prog_my_031,uni_my_011,duration_years,VERIFIED_CURRENT_DETAIL,https://fskm.uitm.edu.my/v5/en/component/content/article/29-cs230-bachelor-of-computer-science-hons-sarjana-muda-sains-komputer-kepujian?Itemid=154&catid=11,2026-08-20,Official UiTM CS230 page explicitly states a 3.5-year programme.
prog_my_032,uni_my_011,duration_years,VERIFIED_CURRENT_DETAIL,https://fskm.uitm.edu.my/v5/en/component/content/article/649-cs240-bachelor-of-information-technology-hons-sarjana-muda-teknologi-maklumat-kepujian-2?Itemid=154&catid=72,2026-08-20,Official UiTM CS240 page explicitly states a 3.5-year programme.
prog_my_033,uni_my_011,,VERIFIED_SEMESTER_ONLY_NOT_NORMALIZED,https://fskm.uitm.edu.my/v5/en/component/content/article/39-cs255-bachelor-of-computer-science-hons-data-communication-and-networking-sarjana-muda-sains-komputer-kepujian-komunikasi-data-dan-perangkaian?Itemid=154&catid=11,2026-08-20,Official page exposes a seven-semester course structure. No semester-to-year conversion was inferred.
prog_my_034,uni_my_012,duration_years;study_mode,VERIFIED_CURRENT_DETAIL,https://www.ums.edu.my/fki/index.php/what-we-offer/undergraduate/uh6481001,2026-08-20,"Official UMS page: Full Time, 4 Years (8 Semesters), current programme."
prog_my_035,uni_my_012,duration_years;study_mode,VERIFIED_CURRENT_DETAIL,https://www.ums.edu.my/fki/index.php/what-we-offer/undergraduate/uh6481002,2026-08-20,"Official UMS page: Full Time, 4 Years (8 Semesters), current programme."
prog_my_036,uni_my_012,duration_years;study_mode,VERIFIED_CURRENT_DETAIL,https://www.ums.edu.my/fki/index.php/what-we-offer/undergraduate/uh6481005,2026-08-20,"Official UMS page: Full Time, 4 Years (8 Semesters), current programme."
prog_my_037,uni_my_013,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_PROSPECTUS,https://www.unimas.my/images/PDF/FCSHD%20International/Latest%20Prospectus_English.pdf,2026-08-20,"Recent official international prospectus verifies 4-year/8-semester structure, RM55,000 programme tuition, IELTS 5.0 and TOEFL iBT 40."
prog_my_038,uni_my_013,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_PROSPECTUS,https://www.unimas.my/images/PDF/FCSHD%20International/Latest%20Prospectus_English.pdf,2026-08-20,"Recent official international prospectus verifies 4-year/8-semester structure, RM55,000 programme tuition, IELTS 5.0 and TOEFL iBT 40."
prog_my_039,uni_my_013,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_PROSPECTUS,https://www.unimas.my/images/PDF/FCSHD%20International/Latest%20Prospectus_English.pdf,2026-08-20,"Recent official international prospectus verifies 4-year/8-semester structure, RM55,000 programme tuition, IELTS 5.0 and TOEFL iBT 40."
prog_my_040,uni_my_014,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at,VERIFIED_CURRENT_FEE_SCHEDULE,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-fci/bachelor-of-computer-science-hons/ | https://www.mmu.edu.my/fee-structure-international/,2026-08-20,"Current MMU programme and international fee pages verify 3 years and RM77,250."
prog_my_041,uni_my_014,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at,VERIFIED_CURRENT_FEE_SCHEDULE,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-fci/bachelor-of-information-technology-hons-information-systems/ | https://www.mmu.edu.my/fee-structure-international/,2026-08-20,"Current MMU programme and international fee pages verify 3 years and RM77,250."
prog_my_042,uni_my_014,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at,VERIFIED_CURRENT_FEE_SCHEDULE,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-foe/bachelor-of-engineering-hons-electronics-majoring-in-computer/ | https://www.mmu.edu.my/fee-structure-international/,2026-08-20,"Current MMU programme and international fee pages verify 4 years and RM94,500."
prog_my_043,uni_my_015,duration_years;study_mode;ielts_requirement;toefl_requirement;intake,VERIFIED_WITH_TUITION_VARIANT_AMBIGUITY,https://www.ucsiuniversity.edu.my/programmes/bachelor-computer-science-honours,2026-08-20,"Current programme page verifies duration, mode, intakes, IELTS and TOEFL. Tuition was withheld due programme/TVET variant ambiguity in current fee material."
prog_my_044,uni_my_015,duration_years;study_mode;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement;intake,VERIFIED_CURRENT_DETAIL_AND_FEE,https://www.ucsiuniversity.edu.my/programmes/bachelor-computer-science-data-science-honours | https://www.ucsiuniversity.edu.my/sites/default/files/ucsi_international_fee_structures.pdf,2026-08-20,"Current programme page and fee schedule verify 3-year full-time structure, January/May/September intakes, IELTS 5.0, TOEFL 42 and RM78,710 programme tuition."
prog_my_045,uni_my_015,duration_years;study_mode;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;intake,VERIFIED_CURRENT_DETAIL_AND_FEE,https://www.ucsiuniversity.edu.my/node/15609 | https://www.ucsiuniversity.edu.my/sites/default/files/ucsi_international_fee_structures.pdf,2026-08-20,"Current programme page and fee schedule verify 3-year full-time structure, intakes, IELTS 5.0 and RM102,600 programme tuition. TOEFL was not inferred."
