program_id,university_id,verified_fields,evidence_status,source_urls,verified_at,evidence_note
prog_my_046,uni_my_016,duration_years;study_mode;ielts_requirement;intake,VERIFIED_CURRENT_WITH_FEE_CONFLICT,https://study.uthm.edu.my/en/programmes-and-courses/list-of-bachelor-degree?catid=10&id=185%3Abachelor-of-computer-science-information-security-with-honours&view=article | https://io.uthm.edu.my/admission/tuition-fees | https://fsktm.uthm.edu.my/?page_id=1376,2026-08-20,"3.5 years, full-time, intake and IELTS 4.5 accepted. Tuition withheld because current programme/finance representations were not treated as one unambiguous comparable value."
prog_my_047,uni_my_016,duration_years;study_mode;ielts_requirement;intake,VERIFIED_CURRENT_WITH_FEE_CONFLICT,https://fsktm.uthm.edu.my/?page_id=1364 | https://io.uthm.edu.my/admission/tuition-fees | https://fsktm.uthm.edu.my/?page_id=1376,2026-08-20,"3.5 years, full-time, intake and IELTS 4.5 accepted. Tuition intentionally withheld."
prog_my_048,uni_my_016,duration_years;study_mode;ielts_requirement;intake,VERIFIED_CURRENT_WITH_FEE_CONFLICT,https://fsktm.uthm.edu.my/?page_id=1356 | https://io.uthm.edu.my/admission/tuition-fees | https://fsktm.uthm.edu.my/?page_id=1376,2026-08-20,"3.5 years, full-time, intake and IELTS 4.5 accepted. Tuition intentionally withheld."
prog_my_049,uni_my_017,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_source_url;tuition_last_verified_at,VERIFIED_CURRENT_DURATION_AND_2026_FEE,https://utemaccess.utem.edu.my/en/programmes/open-access.html | https://www.utem.edu.my/en/downloads/fees/253-2ao-2026-yuran-antarabangsa-prasiswazah-degree-sains-komputer-teknologi-maklumat/file.html,2026-08-20,"Current UTeM source verifies 3.5 years. 2026 fee PDF lists tuition component RM57,367. English score was not imported from older intake guidance."
prog_my_050,uni_my_017,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_source_url;tuition_last_verified_at,VERIFIED_CURRENT_DURATION_AND_2026_FEE,https://utemaccess.utem.edu.my/en/programmes/open-access.html | https://www.utem.edu.my/en/downloads/fees/253-2ao-2026-yuran-antarabangsa-prasiswazah-degree-sains-komputer-teknologi-maklumat/file.html,2026-08-20,"3.5-year duration and 2026 tuition component RM57,367 verified."
prog_my_051,uni_my_017,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_source_url;tuition_last_verified_at,VERIFIED_CURRENT_DURATION_AND_2026_FEE,https://utemaccess.utem.edu.my/en/programmes/open-access.html | https://www.utem.edu.my/en/downloads/fees/253-2ao-2026-yuran-antarabangsa-prasiswazah-degree-sains-komputer-teknologi-maklumat/file.html,2026-08-20,"3.5-year duration and 2026 tuition component RM57,367 verified."
prog_my_052,uni_my_018,duration_years;study_mode;language_of_instruction,VERIFIED_CURRENT_DETAIL,https://admission.usim.edu.my/academic-programmes/?pid=32,2026-08-20,"Current USIM page verifies English and Arabic medium, 4 years, full-time."
prog_my_053,uni_my_018,duration_years;study_mode;language_of_instruction,VERIFIED_CURRENT_DETAIL,https://admission.usim.edu.my/academic-programmes/?pid=31,2026-08-20,"Current USIM page verifies English and Arabic medium, 4 years, full-time."
prog_my_054,uni_my_018,duration_years;study_mode;language_of_instruction,VERIFIED_CURRENT_DETAIL,https://admission.usim.edu.my/program-details/?pid=33,2026-08-20,"Official USIM page verifies English and Arabic medium, 4 years, full-time."
prog_my_055,uni_my_019,duration_years;study_mode;tuition_fee;tuition_currency;tuition_period;tuition_academic_year;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_DETAIL_AND_2026_FEE,https://meta.upsi.edu.my/bachelor-of-education-information-technology-with-honours/ | https://kemasukan.upsi.edu.my/wp-content/uploads/2025/12/INTERNATIONAL-UNDERGRADUATE-TUITION-FEES-TAHUN-2026.pdf | https://kemasukan.upsi.edu.my/wp-content/uploads/2023/09/Guideline-Requirement-Undergraduate-for-International.pdf,2026-08-20,"4 years/full-time, 2026 RM44,000 international tuition and general Bachelor IELTS 5.0/TOEFL iBT 40 verified."
prog_my_056,uni_my_019,study_mode;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_WITH_DURATION_CONFLICT,https://meta.upsi.edu.my/bachelor-of-software-engineering-educational-software-with-honours/ | https://kemasukan.upsi.edu.my/wp-content/uploads/2023/09/Guideline-Requirement-Undergraduate-for-International.pdf,2026-08-20,Current page contains conflicting 4-year and 2-year duration statements. Duration was not stored. Full-time mode and general international English scores were accepted.
prog_my_057,uni_my_019,study_mode;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_WITH_DURATION_CONFLICT,https://meta.upsi.edu.my/bachelor-of-computer-science-internet-of-things-technology-with-honours/ | https://kemasukan.upsi.edu.my/wp-content/uploads/2023/09/Guideline-Requirement-Undergraduate-for-International.pdf,2026-08-20,Current page contains conflicting 3-year and 3.5-year statements. Duration was not stored. Full-time mode and general international English scores were accepted.
prog_my_058,uni_my_020,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_FEE_AND_ADMISSION,https://fskm.umt.edu.my/?page_id=29065 | https://akademik.umt.edu.my/wp-content/uploads/2025/07/2-UNDERGRADUATE-PROGRAMMES-AND-FEES-FOR-INTERNATIONAL-STUDENTS.pdf | https://akademik.umt.edu.my/wp-content/uploads/2025/02/3-PPPA-APPLICATION-GUIDELINES.pdf,2026-08-20,"3.5 years, USD1,010/semester, IELTS 5.0 and TOEFL iBT 40 verified."
prog_my_059,uni_my_020,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_FEE_AND_ADMISSION,https://fskm.umt.edu.my/?page_id=29065 | https://akademik.umt.edu.my/wp-content/uploads/2025/07/2-UNDERGRADUATE-PROGRAMMES-AND-FEES-FOR-INTERNATIONAL-STUDENTS.pdf | https://akademik.umt.edu.my/wp-content/uploads/2025/02/3-PPPA-APPLICATION-GUIDELINES.pdf,2026-08-20,"3.5 years, USD1,010/semester, IELTS 5.0 and TOEFL iBT 40 verified."
prog_my_060,uni_my_020,duration_years;tuition_fee;tuition_currency;tuition_period;tuition_student_scope;tuition_source_url;tuition_last_verified_at;ielts_requirement;toefl_requirement,VERIFIED_CURRENT_FEE_AND_ADMISSION,https://fskm.umt.edu.my/?page_id=29065 | https://akademik.umt.edu.my/wp-content/uploads/2025/07/2-UNDERGRADUATE-PROGRAMMES-AND-FEES-FOR-INTERNATIONAL-STUDENTS.pdf | https://akademik.umt.edu.my/wp-content/uploads/2025/02/3-PPPA-APPLICATION-GUIDELINES.pdf,2026-08-20,"3.5 years, USD1,060/semester, IELTS 5.0 and TOEFL iBT 40 verified."
