country_id,university_id,university_name,city,official_website,university_source_url,program_slot,program_name,degree_level,field_of_study,official_program_url,collection_status,verification_status,research_notes
country_mm,uni_mm_001,University of Yangon,Yangon,https://www.uy.edu.mm/,https://www.uy.edu.mm/contact/,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_001,University of Yangon,Yangon,https://www.uy.edu.mm/,https://www.uy.edu.mm/contact/,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_001,University of Yangon,Yangon,https://www.uy.edu.mm/,https://www.uy.edu.mm/contact/,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_002,"University of Computer Studies, Yangon",Yangon,https://www.ucsy.edu.mm/,https://www.ucsy.edu.mm/,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_002,"University of Computer Studies, Yangon",Yangon,https://www.ucsy.edu.mm/,https://www.ucsy.edu.mm/,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_002,"University of Computer Studies, Yangon",Yangon,https://www.ucsy.edu.mm/,https://www.ucsy.edu.mm/,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_003,Yangon University of Economics,Yangon,https://yueco.edu.mm/,https://yueco.edu.mm/?page_id=81,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_003,Yangon University of Economics,Yangon,https://yueco.edu.mm/,https://yueco.edu.mm/?page_id=81,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_003,Yangon University of Economics,Yangon,https://yueco.edu.mm/,https://yueco.edu.mm/?page_id=81,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_004,Dagon University,Yangon,https://www.dagonuniversity.edu.mm/,https://www.dagonuniversity.edu.mm/,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_004,Dagon University,Yangon,https://www.dagonuniversity.edu.mm/,https://www.dagonuniversity.edu.mm/,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_004,Dagon University,Yangon,https://www.dagonuniversity.edu.mm/,https://www.dagonuniversity.edu.mm/,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_005,University of Mandalay,Mandalay,http://www.mu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_005,University of Mandalay,Mandalay,http://www.mu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_005,University of Mandalay,Mandalay,http://www.mu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_006,Yangon University of Foreign Languages,Yangon,https://www.yufl.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_006,Yangon University of Foreign Languages,Yangon,https://www.yufl.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_006,Yangon University of Foreign Languages,Yangon,https://www.yufl.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_007,Mandalay University of Foreign Languages,Mandalay,https://www.mufl.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_007,Mandalay University of Foreign Languages,Mandalay,https://www.mufl.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_007,Mandalay University of Foreign Languages,Mandalay,https://www.mufl.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_008,Yangon University of Education,Yangon,https://www.yuoe.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_008,Yangon University of Education,Yangon,https://www.yuoe.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_008,Yangon University of Education,Yangon,https://www.yuoe.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_009,Pathein University,Pathein,https://www.pathein-u.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_009,Pathein University,Pathein,https://www.pathein-u.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_009,Pathein University,Pathein,https://www.pathein-u.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_010,Monywa University of Economics,Monywa,https://mue.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_010,Monywa University of Economics,Monywa,https://mue.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_010,Monywa University of Economics,Monywa,https://mue.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_011,Myeik University,Myeik,https://www.myeikuniversity.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_011,Myeik University,Myeik,https://www.myeikuniversity.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_011,Myeik University,Myeik,https://www.myeikuniversity.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_012,Keng Tung University,Kengtung,https://www.moe.gov.mm/en/departmentcategoryhighereducation/keng-tung-university,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_012,Keng Tung University,Kengtung,https://www.moe.gov.mm/en/departmentcategoryhighereducation/keng-tung-university,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_012,Keng Tung University,Kengtung,https://www.moe.gov.mm/en/departmentcategoryhighereducation/keng-tung-university,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_013,Yangon University of Distance Education,Yangon,https://www.yude.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_013,Yangon University of Distance Education,Yangon,https://www.yude.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_013,Yangon University of Distance Education,Yangon,https://www.yude.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_014,Sittway University,Sittwe,https://www.moe.gov.mm/en/departmentcategoryhighereducation/sittway-university,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_014,Sittway University,Sittwe,https://www.moe.gov.mm/en/departmentcategoryhighereducation/sittway-university,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_014,Sittway University,Sittwe,https://www.moe.gov.mm/en/departmentcategoryhighereducation/sittway-university,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_015,Yadanabon University,Amarapura,https://ydnbu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_015,Yadanabon University,Amarapura,https://ydnbu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_015,Yadanabon University,Amarapura,https://ydnbu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_016,Meiktila University of Economics,Meiktila,https://mtlaeco.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_016,Meiktila University of Economics,Meiktila,https://mtlaeco.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_016,Meiktila University of Economics,Meiktila,https://mtlaeco.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_017,University of East Yangon,Yangon,https://www.eyu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_017,University of East Yangon,Yangon,https://www.eyu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_017,University of East Yangon,Yangon,https://www.eyu.edu.mm/,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_018,University of West Yangon,Htantabin,https://www.moe.gov.mm/en/department-category-higher-education,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_018,University of West Yangon,Htantabin,https://www.moe.gov.mm/en/department-category-higher-education,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_018,University of West Yangon,Htantabin,https://www.moe.gov.mm/en/department-category-higher-education,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_019,Bago University,Bago,https://www.moe.gov.mm/en/department-category-higher-education,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_019,Bago University,Bago,https://www.moe.gov.mm/en/department-category-higher-education,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_019,Bago University,Bago,https://www.moe.gov.mm/en/department-category-higher-education,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_020,Dawei University,Dawei,https://www.moe.gov.mm/en/department-category-higher-education?page=2,https://www.moe.gov.mm/en/department-category-higher-education,1,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_020,Dawei University,Dawei,https://www.moe.gov.mm/en/department-category-higher-education?page=2,https://www.moe.gov.mm/en/department-category-higher-education,2,,,,,Pending Collection,Not Verified,
country_mm,uni_mm_020,Dawei University,Dawei,https://www.moe.gov.mm/en/department-category-higher-education?page=2,https://www.moe.gov.mm/en/department-category-higher-education,3,,,,,Pending Collection,Not Verified,
