country_id,university_id,university_name,city,official_website,university_source_url,program_slot,program_name,degree_level,field_of_study,official_program_url,collection_status,verification_status,research_notes
country_my,uni_my_001,Universiti Malaya,Kuala Lumpur,https://www.um.edu.my/,https://www.um.edu.my/,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_001,Universiti Malaya,Kuala Lumpur,https://www.um.edu.my/,https://www.um.edu.my/,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_001,Universiti Malaya,Kuala Lumpur,https://www.um.edu.my/,https://www.um.edu.my/,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_002,Universiti Kebangsaan Malaysia,Bangi,https://www.ukm.my,https://www.ukm.my,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_002,Universiti Kebangsaan Malaysia,Bangi,https://www.ukm.my,https://www.ukm.my,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_002,Universiti Kebangsaan Malaysia,Bangi,https://www.ukm.my,https://www.ukm.my,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_003,Universiti Putra Malaysia,Seri Kembangan,https://upm.edu.my,https://upm.edu.my,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_003,Universiti Putra Malaysia,Seri Kembangan,https://upm.edu.my,https://upm.edu.my,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_003,Universiti Putra Malaysia,Seri Kembangan,https://upm.edu.my,https://upm.edu.my,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_004,Universiti Sains Malaysia,George Town,https://www.usm.my,https://www.usm.my,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_004,Universiti Sains Malaysia,George Town,https://www.usm.my,https://www.usm.my,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_004,Universiti Sains Malaysia,George Town,https://www.usm.my,https://www.usm.my,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_005,Universiti Teknologi Malaysia,Johor Bahru,https://www.utm.my,https://www.utm.my,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_005,Universiti Teknologi Malaysia,Johor Bahru,https://www.utm.my,https://www.utm.my,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_005,Universiti Teknologi Malaysia,Johor Bahru,https://www.utm.my,https://www.utm.my,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_006,International Islamic University Malaysia,Kuala Lumpur,http://www.iium.edu.my/,http://www.iium.edu.my/,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_006,International Islamic University Malaysia,Kuala Lumpur,http://www.iium.edu.my/,http://www.iium.edu.my/,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_006,International Islamic University Malaysia,Kuala Lumpur,http://www.iium.edu.my/,http://www.iium.edu.my/,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_007,Universiti Teknologi PETRONAS,Ipoh,http://www.utp.edu.my/,http://www.utp.edu.my/,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_007,Universiti Teknologi PETRONAS,Ipoh,http://www.utp.edu.my/,http://www.utp.edu.my/,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_007,Universiti Teknologi PETRONAS,Ipoh,http://www.utp.edu.my/,http://www.utp.edu.my/,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_008,Taylor's University,Subang Jaya,http://university.taylors.edu.my/,http://university.taylors.edu.my/,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_008,Taylor's University,Subang Jaya,http://university.taylors.edu.my/,http://university.taylors.edu.my/,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_008,Taylor's University,Subang Jaya,http://university.taylors.edu.my/,http://university.taylors.edu.my/,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_009,Sunway University,Petaling Jaya,https://sunwayuniversity.edu.my,https://sunwayuniversity.edu.my,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_009,Sunway University,Petaling Jaya,https://sunwayuniversity.edu.my,https://sunwayuniversity.edu.my,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_009,Sunway University,Petaling Jaya,https://sunwayuniversity.edu.my,https://sunwayuniversity.edu.my,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_010,Universiti Utara Malaysia,Sintok,https://www.uum.edu.my/,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-international,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_010,Universiti Utara Malaysia,Sintok,https://www.uum.edu.my/,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-international,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_010,Universiti Utara Malaysia,Sintok,https://www.uum.edu.my/,https://www.uum.edu.my/admissions/application-guidelines/undergraduate-international,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_011,Universiti Teknologi MARA,Shah Alam,https://www.uitm.edu.my/,https://uitm.edu.my/en/discover-uitm/about-uitm,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_011,Universiti Teknologi MARA,Shah Alam,https://www.uitm.edu.my/,https://uitm.edu.my/en/discover-uitm/about-uitm,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_011,Universiti Teknologi MARA,Shah Alam,https://www.uitm.edu.my/,https://uitm.edu.my/en/discover-uitm/about-uitm,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_012,Universiti Malaysia Sabah,Kota Kinabalu,https://www.ums.edu.my/,https://www.ums.edu.my/v6/index.php/academic/admission-ums,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_012,Universiti Malaysia Sabah,Kota Kinabalu,https://www.ums.edu.my/,https://www.ums.edu.my/v6/index.php/academic/admission-ums,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_012,Universiti Malaysia Sabah,Kota Kinabalu,https://www.ums.edu.my/,https://www.ums.edu.my/v6/index.php/academic/admission-ums,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_013,Universiti Malaysia Sarawak,Kota Samarahan,https://www.unimas.my/,https://www.unimas.my/admission,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_013,Universiti Malaysia Sarawak,Kota Samarahan,https://www.unimas.my/,https://www.unimas.my/admission,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_013,Universiti Malaysia Sarawak,Kota Samarahan,https://www.unimas.my/,https://www.unimas.my/admission,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_014,Multimedia University,Cyberjaya,https://www.mmu.edu.my/,https://www.mmu.edu.my/programmes/,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_014,Multimedia University,Cyberjaya,https://www.mmu.edu.my/,https://www.mmu.edu.my/programmes/,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_014,Multimedia University,Cyberjaya,https://www.mmu.edu.my/,https://www.mmu.edu.my/programmes/,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_015,UCSI University,Kuala Lumpur,https://www.ucsiuniversity.edu.my/,https://www.ucsiuniversity.edu.my/undergraduate,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_015,UCSI University,Kuala Lumpur,https://www.ucsiuniversity.edu.my/,https://www.ucsiuniversity.edu.my/undergraduate,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_015,UCSI University,Kuala Lumpur,https://www.ucsiuniversity.edu.my/,https://www.ucsiuniversity.edu.my/undergraduate,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_016,Universiti Tun Hussein Onn Malaysia,Batu Pahat,https://www.uthm.edu.my/en/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_016,Universiti Tun Hussein Onn Malaysia,Batu Pahat,https://www.uthm.edu.my/en/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_016,Universiti Tun Hussein Onn Malaysia,Batu Pahat,https://www.uthm.edu.my/en/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_017,Universiti Teknikal Malaysia Melaka,Durian Tunggal,https://www.utem.edu.my/en/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_017,Universiti Teknikal Malaysia Melaka,Durian Tunggal,https://www.utem.edu.my/en/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2,,,,,Pending Collection,Not Verified,
country_my,uni_my_017,Universiti Teknikal Malaysia Melaka,Durian Tunggal,https://www.utem.edu.my/en/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,3,,,,,Pending Collection,Not Verified,
country_my,uni_my_018,Universiti Sains Islam Malaysia,Nilai,https://www.usim.edu.my/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,1,,,,,Pending Collection,Not Verified,
country_my,uni_my_018,Universiti Sains Islam Malaysia,Nilai,https://www.usim.edu.my/,https://jpt.mohe.gov.my/index.php/en/hei/public-hei/public-universities,2,,,,,Pending Collection,Not Verified,
