program_id,country_id,university_id,university_name,program_slot,program_name,degree_level,field_of_study,program_url,identity_verified_at,verification_status,research_notes
prog_my_031,country_my,uni_my_011,Universiti Teknologi MARA,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://fskm.uitm.edu.my/v5/en/component/content/article/29-cs230-bachelor-of-computer-science-hons-sarjana-muda-sains-komputer-kepujian?Itemid=154&catid=64,2026-08-20,Verified,Verified on official UiTM FSKM CS230 programme page.
prog_my_032,country_my,uni_my_011,Universiti Teknologi MARA,2,Bachelor of Information Technology (Hons.),Bachelor,Information Technology,https://fskm.uitm.edu.my/v5/en/component/content/article/649-cs240-bachelor-of-information-technology-hons-sarjana-muda-teknologi-maklumat-kepujian-2?Itemid=154&catid=72,2026-08-20,Verified,Verified on official UiTM FSKM CS240 programme page.
prog_my_033,country_my,uni_my_011,Universiti Teknologi MARA,3,Bachelor of Computer Science (Hons) Computer Networks,Bachelor,Computer Networks,https://fskm.uitm.edu.my/v5/en/component/content/article/39-cs255-bachelor-of-computer-science-hons-data-communication-and-networking-sarjana-muda-sains-komputer-kepujian-komunikasi-data-dan-perangkaian?Itemid=154&catid=11,2026-08-20,Verified,Verified on official UiTM FSKM CS255 current programme page.
prog_my_034,country_my,uni_my_012,Universiti Malaysia Sabah,1,Bachelor of Computer Science with Honours (Software Engineering),Bachelor,Software Engineering,https://www.ums.edu.my/fki/index.php/what-we-offer/undergraduate/uh6481001,2026-08-20,Verified,Verified on official UMS Faculty of Computing and Informatics programme page and recent official prospectus.
prog_my_035,country_my,uni_my_012,Universiti Malaysia Sabah,2,Bachelor of Computer Science with Honours (Network Engineering),Bachelor,Network Engineering,https://www.ums.edu.my/fki/index.php/what-we-offer/undergraduate/uh6481002,2026-08-20,Verified,Official UMS programme page identifies this as a current programme.
prog_my_036,country_my,uni_my_012,Universiti Malaysia Sabah,3,Bachelor of Computer Science with Honours (Data Science),Bachelor,Data Science,https://www.ums.edu.my/fki/index.php/what-we-offer/undergraduate/uh6481005,2026-08-20,Verified,Verified on official UMS programme page and recent Faculty programme material.
prog_my_037,country_my,uni_my_013,Universiti Malaysia Sarawak,1,Bachelor in Computer Science (Computational Science) with Honours,Bachelor,Computational Science,https://www.fcsit.unimas.my/what-we-offer/undergraduate/bcs-in-computational-science,2026-08-20,Verified,Official UNIMAS FCSIT programme page; 2025/26 undergraduate guidebook linked.
prog_my_038,country_my,uni_my_013,Universiti Malaysia Sarawak,2,Bachelor in Computer Science (Multimedia Computing) with Honours,Bachelor,Multimedia Computing,https://www.fcsit.unimas.my/what-we-offer/undergraduate/bcs-of-multimedia-computing,2026-08-20,Verified,Verified on official UNIMAS FCSIT individual programme page.
prog_my_039,country_my,uni_my_013,Universiti Malaysia Sarawak,3,Bachelor of Software Engineering with Honours,Bachelor,Software Engineering,https://www.fcsit.unimas.my/what-we-offer/undergraduate/bcs-of-software-engineering,2026-08-20,Verified,Verified on official UNIMAS FCSIT individual programme page.
prog_my_040,country_my,uni_my_014,Multimedia University,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-fci/bachelor-of-computer-science-hons/,2026-08-20,Verified,Current official MMU FCI programme page.
prog_my_041,country_my,uni_my_014,Multimedia University,2,Bachelor of Information Technology (Honours),Bachelor,Information Technology,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-fci/bachelor-of-information-technology-hons-information-systems/,2026-08-20,Verified,Verified on current official MMU Faculty of Computing and Informatics page.
prog_my_042,country_my,uni_my_014,Multimedia University,3,Bachelor of Engineering (Hons) Electronics majoring in Computer,Bachelor,Electronics and Computer Engineering,https://www.mmu.edu.my/programmes-by-faculty-all/programmes-by-faculty-foe/bachelor-of-engineering-hons-electronics-majoring-in-computer/,2026-08-20,Verified,Current official MMU engineering programme page.
prog_my_043,country_my,uni_my_015,UCSI University,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://www.ucsiuniversity.edu.my/programmes/bachelor-computer-science-honours,2026-08-20,Verified,Verified on official UCSI individual programme page and current institute listing.
prog_my_044,country_my,uni_my_015,UCSI University,2,Bachelor of Computer Science in Data Science with Honours,Bachelor,Data Science,https://www.ucsiuniversity.edu.my/programmes/bachelor-computer-science-data-science-honours,2026-08-20,Verified,Verified on official UCSI programme page and current fee schedule.
prog_my_045,country_my,uni_my_015,UCSI University,3,Bachelor of Computer Science in Artificial Intelligence with Honours,Bachelor,Artificial Intelligence,https://www.ucsiuniversity.edu.my/node/15609,2026-08-20,Verified,"Verified on official UCSI programme page, current institute listing and recent fee schedule."
