program_id,country_id,university_id,university_name,program_slot,program_name,degree_level,field_of_study,program_url,identity_verified_at,verification_status,research_notes
prog_my_091,country_my,uni_my_031,Asia Pacific University of Technology and Innovation,1,Bachelor of Science (Honours) in Computer Science,Bachelor,Computer Science,https://www.apu.edu.my/course/bsc-hons-in-computer-science,2026-08-20,Verified,Current official APU programme page shows September and November 2026 intakes.
prog_my_092,country_my,uni_my_031,Asia Pacific University of Technology and Innovation,2,Bachelor of Science (Honours) in Computer Science (Cyber Security),Bachelor,Cyber Security,https://apu.edu.my/course/bsc-hons-in-computer-science-cyber-security,2026-08-20,Verified,Verified on current official APU Cyber Security programme page and 2026 computing material.
prog_my_093,country_my,uni_my_031,Asia Pacific University of Technology and Innovation,3,Bachelor of Computer Science (Hons) (Artificial Intelligence),Bachelor,Artificial Intelligence,https://www.apu.edu.my/course/bsc-hons-in-computer-science-ai,2026-08-20,Verified,Current official APU AI programme page shows September and November 2026 intakes.
prog_my_094,country_my,uni_my_032,Management and Science University,1,Bachelor in Computer Science (Hons),Bachelor,Computer Science,https://www.msu.edu.my/faculty-information-sciences-engineering/bachelor-computer-science.php,2026-08-20,Verified,Verified on current official MSU individual Computer Science programme page.
prog_my_095,country_my,uni_my_032,Management and Science University,2,Bachelor in Information Technology (Honours),Bachelor,Information Technology,https://www.msu.edu.my/faculty-information-sciences-engineering/bachelor-information-technology,2026-08-20,Verified,Verified on current official MSU Information Technology programme page.
prog_my_096,country_my,uni_my_032,Management and Science University,3,Bachelor in Information Systems (Business Computing) (Honours),Bachelor,Business Computing,https://www.msu.edu.my/faculty-information-sciences-engineering/information-system-business-computing,2026-08-20,Verified,Verified on current official MSU Business Computing programme page.
prog_my_097,country_my,uni_my_033,Universiti Kuala Lumpur,1,Bachelor of Software Engineering with Honours,Bachelor,Software Engineering,https://www.unikl.edu.my/programme/bachelor-of-information-technology-hons-in-software-engineering/,2026-08-20,Verified,Current official UniKL MIIT programme page uses the title Bachelor of Software Engineering with Honours.
prog_my_098,country_my,uni_my_033,Universiti Kuala Lumpur,2,Bachelor of Cybersecurity Technology with Honours,Bachelor,Cybersecurity,https://www.unikl.edu.my/programme/bachelor-of-information-technology-hons-in-computer-system-security/,2026-08-20,Verified,Current official UniKL individual page uses Bachelor of Cybersecurity Technology with Honours; programme is also represented in UniKL 2026 programme material.
prog_my_099,country_my,uni_my_033,Universiti Kuala Lumpur,3,Bachelor of Artificial Intelligence Technology with Honours,Bachelor,Artificial Intelligence,https://www.unikl.edu.my/programme/bachelor-of-artificial-intelligence-technology-with-honours/,2026-08-20,Verified,Current official UniKL programme page and 2026 programme list confirm this degree.
prog_my_100,country_my,uni_my_034,HELP University,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://university.help.edu.my/programme/bachelor-of-computer-science/,2026-08-20,Verified,Verified on official HELP programme page and April 2026 ICT brochure.
prog_my_101,country_my,uni_my_034,HELP University,2,Bachelor of Information Technology (Honours),Bachelor,Information Technology,https://university.help.edu.my/programme/bachelor-of-information-technology/,2026-08-20,Verified,Verified on official HELP programme page and current 2026 ICT material.
prog_my_102,country_my,uni_my_034,HELP University,3,Bachelor of Business Analytics (Honours),Bachelor,Business Analytics,https://university.help.edu.my/programme/bachelor-of-business-analytics/,2026-08-20,Verified,Current official HELP programme page and April 2026 business brochure confirm the programme and active intakes.
prog_my_103,country_my,uni_my_035,SEGi University,1,Bachelor of Computer Science (Honours),Bachelor,Computer Science,https://university.segi.edu.my/course/bachelor-of-computer-science-hons/,2026-08-20,Verified,Verified on current official SEGi University programme page.
prog_my_104,country_my,uni_my_035,SEGi University,2,Bachelor of Information Technology (Honours),Bachelor,Information Technology,https://university.segi.edu.my/course/bachelor-of-information-technology-hons/,2026-08-20,Verified,Current official SEGi University programme page; 2026 intake dates listed.
prog_my_105,country_my,uni_my_035,SEGi University,3,Master of Science in Information Technology,Master,Information Technology,https://university.segi.edu.my/course/msc-in-information-technology-coursework/,2026-08-20,Verified,Current official SEGi coursework MSc IT page; current accreditation and programme information confirmed.
