country_id,university_id,university_name,city,official_website,program_slot,program_name,degree_level,official_program_url,collection_status,verification_status,research_notes
country_tl,uni_tl_001,Universidade Nacional Timor Lorosa'e,Dili,https://untl.edu.tl/,1,,,,Pending Collection,Not Verified,
country_tl,uni_tl_001,Universidade Nacional Timor Lorosa'e,Dili,https://untl.edu.tl/,2,,,,Pending Collection,Not Verified,
country_tl,uni_tl_001,Universidade Nacional Timor Lorosa'e,Dili,https://untl.edu.tl/,3,,,,Pending Collection,Not Verified,
country_tl,uni_tl_002,Dili Institute of Technology,Dili,https://dit.edu.tl/,1,,,,Pending Collection,Not Verified,
country_tl,uni_tl_002,Dili Institute of Technology,Dili,https://dit.edu.tl/,2,,,,Pending Collection,Not Verified,
country_tl,uni_tl_002,Dili Institute of Technology,Dili,https://dit.edu.tl/,3,,,,Pending Collection,Not Verified,
country_tl,uni_tl_003,Universidade da Paz,Dili,https://unpaz.tl/,1,,,,Pending Collection,Not Verified,
country_tl,uni_tl_003,Universidade da Paz,Dili,https://unpaz.tl/,2,,,,Pending Collection,Not Verified,
country_tl,uni_tl_003,Universidade da Paz,Dili,https://unpaz.tl/,3,,,,Pending Collection,Not Verified,
country_tl,uni_tl_004,Universidade Oriental Timor Lorosa'e,Dili,https://unital.edu.tl/,1,,,,Pending Collection,Not Verified,
country_tl,uni_tl_004,Universidade Oriental Timor Lorosa'e,Dili,https://unital.edu.tl/,2,,,,Pending Collection,Not Verified,
country_tl,uni_tl_004,Universidade Oriental Timor Lorosa'e,Dili,https://unital.edu.tl/,3,,,,Pending Collection,Not Verified,
country_tl,uni_tl_005,Universidade de Dili,Dili,https://undil.tl/,1,,,,Pending Collection,Not Verified,
country_tl,uni_tl_005,Universidade de Dili,Dili,https://undil.tl/,2,,,,Pending Collection,Not Verified,
country_tl,uni_tl_005,Universidade de Dili,Dili,https://undil.tl/,3,,,,Pending Collection,Not Verified,
country_tl,uni_tl_006,Universidade Catolica Timorense,Dili,https://uct.edu.tl/,1,,,,Pending Collection,Not Verified,
country_tl,uni_tl_006,Universidade Catolica Timorense,Dili,https://uct.edu.tl/,2,,,,Pending Collection,Not Verified,
country_tl,uni_tl_006,Universidade Catolica Timorense,Dili,https://uct.edu.tl/,3,,,,Pending Collection,Not Verified,
