program_id,university_id,university_name,country_id,program_slot,program_name,field_of_study,degree_level,duration_years,study_mode,language_of_instruction,tuition_fee,tuition_currency,tuition_period,minimum_gpa,gpa_scale,ielts_requirement,toefl_requirement,intake,application_deadline,program_url,programme_identity_status,programme_identity_evidence,official_university_website,research_status,research_note,last_verified_at,international_applicants_status,international_application_url,international_requirements_note,international_applicants_last_verified_at
prog_kr_037,uni_kr_013,Ulsan National Institute of Science and Technology,country_kr,1,Computer Science and Engineering,Computer Science,Bachelor,,,,,,,,,,,,,https://www.unist.ac.kr/unist/education/departments.do?lang=en,VERIFIED,https://www.unist.ac.kr/unist/education/departments.do?lang=en,https://www.unist.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://admu-intl.unist.ac.kr/admission-eng/index.do,UNIST operates an official international undergraduate admissions pathway and the department is listed on the official UNIST academic department page.,2026-08-22
prog_kr_038,uni_kr_013,Ulsan National Institute of Science and Technology,country_kr,2,Electrical Engineering,Electrical Engineering,Bachelor,,,,,,,,,,,,,https://www.unist.ac.kr/unist/education/departments.do?lang=en,VERIFIED,https://www.unist.ac.kr/unist/education/departments.do?lang=en,https://www.unist.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://admu-intl.unist.ac.kr/admission-eng/index.do,UNIST operates an official international undergraduate admissions pathway and the department is listed on the official UNIST academic department page.,2026-08-22
prog_kr_039,uni_kr_013,Ulsan National Institute of Science and Technology,country_kr,3,Mechanical Engineering,Mechanical Engineering,Bachelor,,,,,,,,,,,,,https://www.unist.ac.kr/unist/education/departments.do?lang=en,VERIFIED,https://www.unist.ac.kr/unist/education/departments.do?lang=en,https://www.unist.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://admu-intl.unist.ac.kr/admission-eng/index.do,UNIST operates an official international undergraduate admissions pathway and the department is listed on the official UNIST academic department page.,2026-08-22
prog_kr_040,uni_kr_014,Gwangju Institute of Science and Technology,country_kr,1,Electrical Engineering and Computer Science,Electrical Engineering and Computer Science,Bachelor,,,,,,,,,,,,,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,VERIFIED,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,https://www.gist.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,The official GIST 2026 Fall Undergraduate Admission Guideline for international applicants lists Electrical Engineering and Computer Science as an available undergraduate programme.,2026-08-22
prog_kr_041,uni_kr_014,Gwangju Institute of Science and Technology,country_kr,2,Materials Science and Engineering,Materials Science and Engineering,Bachelor,,,,,,,,,,,,,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,VERIFIED,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,https://www.gist.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,The official GIST 2026 Fall Undergraduate Admission Guideline for international applicants lists Materials Science and Engineering as an available undergraduate programme.,2026-08-22
prog_kr_042,uni_kr_014,Gwangju Institute of Science and Technology,country_kr,3,Mechanical and Robotics Engineering,Mechanical and Robotics Engineering,Bachelor,,,,,,,,,,,,,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,VERIFIED,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,https://www.gist.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://ewww.gist.ac.kr/iuadm/img/main/2026_Fall_Undergraduate_Admission_Guideline.pdf,The official GIST 2026 Fall Undergraduate Admission Guideline for international applicants lists Mechanical and Robotics Engineering as an available undergraduate programme.,2026-08-22
prog_kr_043,uni_kr_015,Ajou University,country_kr,1,Department of Software and Computer Engineering,Software and Computer Engineering,Bachelor,,,,,,,,,,,,,https://www.ajou.ac.kr/en/admission/college-of-computing-and-informatics.do,VERIFIED,https://www.ajou.ac.kr/en/admission/college-of-computing-and-informatics.do,https://www.ajou.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://www.ajou.ac.kr/iadmissions_en/undergraduate/guideline.do,Ajou University's official undergraduate academic page lists the department and its official International Admissions site publishes international undergraduate admission guidance.,2026-08-22
prog_kr_044,uni_kr_015,Ajou University,country_kr,2,Department of Electrical and Computer Engineering,Electrical and Computer Engineering,Bachelor,,,,,,,,,,,,,https://www.ajou.ac.kr/en/admission/college-of-information-technology.do,VERIFIED,https://www.ajou.ac.kr/en/admission/college-of-information-technology.do,https://www.ajou.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://www.ajou.ac.kr/iadmissions_en/undergraduate/guideline.do,Ajou University's official undergraduate academic page lists the department and its official International Admissions site publishes international undergraduate admission guidance.,2026-08-22
prog_kr_045,uni_kr_015,Ajou University,country_kr,3,Department of Business Administration,Business Administration,Bachelor,,,,,,,,,,,,,https://www.ajou.ac.kr/en/admission/school-of-business.do,VERIFIED,https://www.ajou.ac.kr/en/admission/school-of-business.do,https://www.ajou.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://www.ajou.ac.kr/iadmissions_en/undergraduate/guideline.do,Ajou University's official undergraduate School of Business page lists Business Administration and its official International Admissions site publishes international undergraduate admission guidance.,2026-08-22
prog_kr_046,uni_kr_016,Chung-Ang University,country_kr,1,School of Computer Engineering,Computer Engineering,Bachelor,,,,,,,,,,,,,https://neweng.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=990,VERIFIED,https://neweng.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=990,https://neweng.cau.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://oia.cau.ac.kr/cauoie/under/notice.do?article.offset=0&mode=list,Chung-Ang University's official undergraduate College of Software page lists the School of Computer Engineering and its Office of International Affairs publishes international undergraduate admission notices.,2026-08-22
prog_kr_047,uni_kr_016,Chung-Ang University,country_kr,2,School of Business Administration,Business Administration,Bachelor,,,,,,,,,,,,,https://neweng.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=780,VERIFIED,https://neweng.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=780,https://neweng.cau.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://oia.cau.ac.kr/cauoie/under/notice.do?article.offset=0&mode=list,Chung-Ang University's official College of Business and Economics page lists the School of Business Administration and its Office of International Affairs publishes international undergraduate admission notices.,2026-08-22
prog_kr_048,uni_kr_016,Chung-Ang University,country_kr,3,School of Economics,Economics,Bachelor,,,,,,,,,,,,,https://neweng.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=780,VERIFIED,https://neweng.cau.ac.kr/cms/FR_CON/index.do?MENU_ID=780,https://neweng.cau.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://oia.cau.ac.kr/cauoie/under/notice.do?article.offset=0&mode=list,Chung-Ang University's official College of Business and Economics page lists the School of Economics and its Office of International Affairs publishes international undergraduate admission notices.,2026-08-22
prog_kr_049,uni_kr_017,Chungnam National University,country_kr,1,Computer Science & Engineering,Computer Science and Engineering,Bachelor,,,,,,,,,,,,,https://plus.cnu.ac.kr/html/kr/brochure/brochure_ebook_en/files/assets/basic-html/page-25.html,VERIFIED,https://plus.cnu.ac.kr/html/kr/brochure/brochure_ebook_en/files/assets/basic-html/page-25.html,https://plus.cnu.ac.kr/html/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://plus.cnu.ac.kr/html/en/sub03/sub03_0303.html,Chungnam National University's official academic material lists Computer Science & Engineering and the university publishes an undergraduate admission route for international students.,2026-08-22
prog_kr_050,uni_kr_017,Chungnam National University,country_kr,2,School of Mechanical Engineering,Mechanical Engineering,Bachelor,,,,,,,,,,,,,https://plus.cnu.ac.kr/html/kr/brochure/brochure_ebook_en/files/assets/basic-html/page-25.html,VERIFIED,https://plus.cnu.ac.kr/html/kr/brochure/brochure_ebook_en/files/assets/basic-html/page-25.html,https://plus.cnu.ac.kr/html/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://plus.cnu.ac.kr/html/en/sub03/sub03_0303.html,Chungnam National University's official academic material lists the School of Mechanical Engineering and the university publishes an undergraduate admission route for international students.,2026-08-22
prog_kr_051,uni_kr_017,Chungnam National University,country_kr,3,Department of Economics,Economics,Bachelor,,,,,,,,,,,,,https://plus.cnu.ac.kr/html/en/sub02/sub02_020104.html,VERIFIED,https://plus.cnu.ac.kr/html/en/sub02/sub02_020104.html,https://plus.cnu.ac.kr/html/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://plus.cnu.ac.kr/html/en/sub03/sub03_0303.html,Chungnam National University's official College of Economics and Management page lists the Department of Economics and the university publishes an undergraduate admission route for international students.,2026-08-22
prog_kr_052,uni_kr_018,Chungbuk National University,country_kr,1,Department of Computer Engineering,Computer Engineering,Bachelor,,,,,,,,,,,,,https://icc.chungbuk.ac.kr/english/contents.do?key=755,VERIFIED,https://icc.chungbuk.ac.kr/english/contents.do?key=755,https://www.chungbuk.ac.kr/english/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://www.chungbuk.ac.kr/english/selectBbsNttList.do?bbsNo=42&key=799,Chungbuk National University's official College of Electrical & Computer Engineering page lists the Department of Computer Engineering and its international bulletin publishes undergraduate international admissions.,2026-08-22
prog_kr_053,uni_kr_018,Chungbuk National University,country_kr,2,School of Mechanical Engineering,Mechanical Engineering,Bachelor,,,,,,,,,,,,,https://www.chungbuk.ac.kr/english/contents.do?key=754,VERIFIED,https://www.chungbuk.ac.kr/english/contents.do?key=754,https://www.chungbuk.ac.kr/english/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://www.chungbuk.ac.kr/english/selectBbsNttList.do?bbsNo=42&key=799,Chungbuk National University's official College of Engineering page lists the School of Mechanical Engineering and its international bulletin publishes undergraduate international admissions.,2026-08-22
prog_kr_054,uni_kr_018,Chungbuk National University,country_kr,3,School of Business,Business,Bachelor,,,,,,,,,,,,,https://www.chungbuk.ac.kr/english/contents.do?key=753,VERIFIED,https://www.chungbuk.ac.kr/english/contents.do?key=753,https://www.chungbuk.ac.kr/english/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://www.chungbuk.ac.kr/english/selectBbsNttList.do?bbsNo=42&key=799,Chungbuk National University's official College of Business page lists the School of Business and its international bulletin publishes undergraduate international admissions.,2026-08-22
prog_kr_055,uni_kr_019,Chonnam National University,country_kr,1,School of Mechanical Engineering,Mechanical Engineering,Bachelor,,,,,,,,,,,,,https://global.jnu.ac.kr/Academics/Undergraduate/Uni_10,VERIFIED,https://global.jnu.ac.kr/Academics/Undergraduate/Uni_10,https://global.jnu.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://international.jnu.ac.kr/Data/tmpfiles/download/2025/240906-ad-en.pdf,Chonnam National University's official undergraduate academic page verifies the School of Mechanical Engineering and its Office of International Affairs publishes undergraduate admission guidance for international students.,2026-08-22
prog_kr_056,uni_kr_019,Chonnam National University,country_kr,2,Major of Business Administration,Business Administration,Bachelor,,,,,,,,,,,,,https://biz.jnu.ac.kr/biz_eng/18545/subview.do,VERIFIED,https://biz.jnu.ac.kr/biz_eng/18545/subview.do,https://global.jnu.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://international.jnu.ac.kr/Data/tmpfiles/download/2025/240906-ad-en.pdf,Chonnam National University's official School of Business Administration site verifies the undergraduate Business Administration major and its Office of International Affairs publishes undergraduate admission guidance for international students.,2026-08-22
prog_kr_057,uni_kr_019,Chonnam National University,country_kr,3,Major of Accounting,Accounting,Bachelor,,,,,,,,,,,,,https://biz.jnu.ac.kr/biz_eng/18546/subview.do,VERIFIED,https://biz.jnu.ac.kr/biz_eng/18546/subview.do,https://global.jnu.ac.kr/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://international.jnu.ac.kr/Data/tmpfiles/download/2025/240906-ad-en.pdf,Chonnam National University's official School of Business Administration site verifies the undergraduate Accounting major and its Office of International Affairs publishes undergraduate admission guidance for international students.,2026-08-22
prog_kr_058,uni_kr_020,Jeonbuk National University,country_kr,1,Department of Computer Science & Artificial Intelligence,Computer Science and Artificial Intelligence,Bachelor,,,,,,,,,,,,,https://jbnu.ac.kr/en/academics/programs/university.do,VERIFIED,https://jbnu.ac.kr/en/academics/programs/university.do,https://www.jbnu.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://ioffice.jbnu.ac.kr/bbs/ioffice/5310/327999/download.do,Jeonbuk National University's official undergraduate programme listing includes Computer Science & Artificial Intelligence and the university publishes official international undergraduate admission guidelines.,2026-08-22
prog_kr_059,uni_kr_020,Jeonbuk National University,country_kr,2,Department of Mechanical Engineering,Mechanical Engineering,Bachelor,,,,,,,,,,,,,https://top.jbnu.ac.kr/sites/meeng/index.do,VERIFIED,https://top.jbnu.ac.kr/sites/meeng/index.do,https://www.jbnu.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://ioffice.jbnu.ac.kr/bbs/ioffice/5310/327999/download.do,Jeonbuk National University's official Department of Mechanical Engineering site verifies the programme and the university publishes official international undergraduate admission guidelines.,2026-08-22
prog_kr_060,uni_kr_020,Jeonbuk National University,country_kr,3,Department of Business Administration,Business Administration,Bachelor,,,,,,,,,,,,,https://top.jbnu.ac.kr/businesseng/index.do,VERIFIED,https://top.jbnu.ac.kr/businesseng/index.do,https://www.jbnu.ac.kr/en/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://ioffice.jbnu.ac.kr/bbs/ioffice/5310/327999/download.do,Jeonbuk National University's official Department of Business Administration site verifies the programme and the university publishes official international undergraduate admission guidelines.,2026-08-22
prog_kr_061,uni_kr_021,Gyeongsang National University,country_kr,1,School of Computer Sciences,Computer Science,Bachelor,,,,,,,,,,,,,https://www.gnu.ac.kr/eng/cm/cntnts/cntntsView.do?cntntsId=7943&mi=17391,VERIFIED,https://www.gnu.ac.kr/eng/cm/cntnts/cntntsView.do?cntntsId=7943&mi=17391,https://www.gnu.ac.kr/eng/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://international.gnu.ac.kr/international/cm/cntnts/cntntsView.do?cntntsId=4367&mi=8327,Gyeongsang National University's official College of IT Engineering page lists the School of Computer Sciences and the Office of International Affairs publishes international undergraduate admission guidance.,2026-08-22
prog_kr_062,uni_kr_021,Gyeongsang National University,country_kr,2,School of Mechanical Engineering,Mechanical Engineering,Bachelor,,,,,,,,,,,,,https://www.gnu.ac.kr/eng/cm/cntnts/cntntsView.do?cntntsId=4501&mi=8531,VERIFIED,https://www.gnu.ac.kr/eng/cm/cntnts/cntntsView.do?cntntsId=4501&mi=8531,https://www.gnu.ac.kr/eng/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://international.gnu.ac.kr/international/cm/cntnts/cntntsView.do?cntntsId=4367&mi=8327,Gyeongsang National University's official College of Engineering page lists the School of Mechanical Engineering and the Office of International Affairs publishes international undergraduate admission guidance.,2026-08-22
prog_kr_063,uni_kr_021,Gyeongsang National University,country_kr,3,School of Economics,Economics,Bachelor,,,,,,,,,,,,,https://www.gnu.ac.kr/eng/cm/cntnts/cntntsView.do?cntntsId=4498&mi=8528,VERIFIED,https://www.gnu.ac.kr/eng/cm/cntnts/cntntsView.do?cntntsId=4498&mi=8528,https://www.gnu.ac.kr/eng/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://international.gnu.ac.kr/international/cm/cntnts/cntntsView.do?cntntsId=4367&mi=8327,Gyeongsang National University's official College of Social Sciences page lists the School of Economics and the Office of International Affairs publishes international undergraduate admission guidance.,2026-08-22
prog_kr_064,uni_kr_022,Kangwon National University,country_kr,1,Department of Computer Science,Computer Science,Bachelor,,,,,,,,,,,,,https://admission.kangwon.ac.kr/english/sub.do?key=1336,VERIFIED,https://admission.kangwon.ac.kr/english/sub.do?key=1336,https://kangwon.ac.kr/english/,VERIFIED,Programme identity verified from official first-party university or admissions sources on 2026-08-22. Optional details not directly supported by the retrieved source remain blank.,2026-08-22,verified_yes,https://kangwon.ac.kr/english/selectBbsNttView.do?bbsNo=276&key=1944&nttNo=182390&pageIndex=1&pageUnit=10,Kangwon National University's official undergraduate departments page verifies Computer Science and the university publishes international undergraduate application guidance.,2026-08-22
