program_id,university_id,university_name,country_id,program_slot,program_name,field_of_study,degree_level,duration_years,study_mode,language_of_instruction,tuition_fee,tuition_currency,tuition_period,minimum_gpa,gpa_scale,ielts_requirement,toefl_requirement,intake,application_deadline,program_url,programme_identity_status,programme_identity_evidence,official_university_website,research_status,research_note,last_verified_at,international_applicants_status,international_application_url,international_requirements_note,international_applicants_last_verified_at
prog_kr_073,uni_kr_025,Pukyong National University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.pknu.ac.kr/eng,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_074,uni_kr_025,Pukyong National University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.pknu.ac.kr/eng,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_075,uni_kr_025,Pukyong National University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.pknu.ac.kr/eng,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_076,uni_kr_026,Seoul National University of Science and Technology,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://en.seoultech.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_077,uni_kr_026,Seoul National University of Science and Technology,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://en.seoultech.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_078,uni_kr_026,Seoul National University of Science and Technology,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://en.seoultech.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_079,uni_kr_027,University of Seoul,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.uos.ac.kr/en/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_080,uni_kr_027,University of Seoul,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.uos.ac.kr/en/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_081,uni_kr_027,University of Seoul,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.uos.ac.kr/en/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_082,uni_kr_028,Dongguk University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.dongguk.edu/eng/main,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_083,uni_kr_028,Dongguk University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.dongguk.edu/eng/main,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_084,uni_kr_028,Dongguk University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.dongguk.edu/eng/main,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_085,uni_kr_029,Konkuk University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.konkuk.ac.kr/en,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_086,uni_kr_029,Konkuk University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.konkuk.ac.kr/en,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_087,uni_kr_029,Konkuk University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.konkuk.ac.kr/en,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_088,uni_kr_030,Kookmin University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://english.kookmin.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_089,uni_kr_030,Kookmin University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://english.kookmin.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_090,uni_kr_030,Kookmin University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://english.kookmin.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_091,uni_kr_031,Hongik University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.hongik.ac.kr/en/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_092,uni_kr_031,Hongik University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.hongik.ac.kr/en/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_093,uni_kr_031,Hongik University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.hongik.ac.kr/en/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_094,uni_kr_032,Hankuk University of Foreign Studies,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.hufs.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_095,uni_kr_032,Hankuk University of Foreign Studies,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.hufs.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_096,uni_kr_032,Hankuk University of Foreign Studies,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.hufs.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_097,uni_kr_033,Inha University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://www.inha.ac.kr/eng/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_098,uni_kr_033,Inha University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://www.inha.ac.kr/eng/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_099,uni_kr_033,Inha University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://www.inha.ac.kr/eng/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_100,uni_kr_034,Sejong University,country_kr,1,,,,,,,,,,,,,,,,,verified,,https://en.sejong.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_101,uni_kr_034,Sejong University,country_kr,2,,,,,,,,,,,,,,,,,verified,,https://en.sejong.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
prog_kr_102,uni_kr_034,Sejong University,country_kr,3,,,,,,,,,,,,,,,,,verified,,https://en.sejong.ac.kr/,verified,Verified from official university/programme source.,,verified_yes,,,
