program_id,university_id,university_name,program_name,degree_level,programme_source_url,international_source_url,international_applicants_status,verified_fields,unresolved_fields,evidence_note,verified_at
prog_tw_061,uni_tw_021,National Taipei University,Bachelor Program in Smart Sustainable Development and Management,Bachelor,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Official international brochure marks this Bachelor programme as English-taught.,2026-08-22
prog_tw_062,uni_tw_021,National Taipei University,Business Administration,Bachelor,https://www.aacsb.ntpu.edu.tw/en/page.php?id=3&ids=1,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"Official NTPU business-school information states the BBA has a four-year curriculum. English-taught courses are available, but the whole programme is not represented as fully English-taught.",2026-08-22
prog_tw_063,uni_tw_021,National Taipei University,Statistics,Bachelor,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,https://cms-carrier.ntpu.edu.tw/uploads/114_NTPU_Admission_Brochure_Spring_semester_2026_1_628562954d.pdf,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Official brochure reports some English instruction; it is stored as English Available rather than full English MOI.,2026-08-22
prog_tw_064,uni_tw_022,Fu Jen Catholic University,English Language and Literature,Bachelor,https://english.fju.edu.tw/admission_ba_detail_e.asp?AUC_No=8&AU_ID=10,https://idsaoie.fju.edu.tw/,verified_yes,language_of_instruction; tuition_fee; tuition_currency; tuition_period,duration_years; study_mode; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"Current Fall 2026 application evidence requires English evaluation, but this is not treated as proof that every programme course is delivered in English. Current international-student tuition category is NT$47,430 per semester.",2026-08-22
prog_tw_065,uni_tw_022,Fu Jen Catholic University,Computer Science and Information Engineering,Bachelor,https://idsaoie.fju.edu.tw/DownloadNewsFileServlet?file=14,https://idsaoie.fju.edu.tw/,verified_yes,language_of_instruction; tuition_fee; tuition_currency; tuition_period,duration_years; study_mode; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"Current FJCU tuition table places CSIE at NT$55,350 per semester. Whole-programme language remains Unknown.",2026-08-22
prog_tw_066,uni_tw_022,Fu Jen Catholic University,Bachelor's Program in Interdisciplinary Studies,Bachelor,https://idsaoie.fju.edu.tw/DownloadNewsFileServlet?file=14,https://idsaoie.fju.edu.tw/,verified_yes,language_of_instruction; tuition_fee; tuition_currency; tuition_period,duration_years; study_mode; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,"The programme is explicitly presented as the English-taught interdisciplinary Bachelor programme. Current tuition is NT$71,360 per semester.",2026-08-22
prog_tw_067,uni_tw_023,Feng Chia University,Bachelor's Program of International Business Administration in English,Bachelor,https://business.fcu.edu.tw/en/%E6%8B%9B%E7%94%9F/,,unknown,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,FCU officially identifies this as an English-taught Bachelor programme with international students. International eligibility is nevertheless kept unknown under the stricter evidence rule.,2026-08-22
prog_tw_068,uni_tw_023,Feng Chia University,Computer Science and Information Engineering,Bachelor,https://registration.fcu.edu.tw/en/news/114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%96%B0%E7%94%9F%E5%BF%85%E9%81%B8%E4%BF%AE%E7%A7%91%E7%9B%AE/,,unknown,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Programme identity is current. International status remains unknown rather than inferred from university-level international-student services.,2026-08-22
prog_tw_069,uni_tw_023,Feng Chia University,Bachelor's Program in Artificial Intelligence Technology and Applications,Bachelor,https://registration.fcu.edu.tw/en/news/114%E5%AD%B8%E5%B9%B4%E5%BA%A6%E6%96%B0%E7%94%9F%E5%BF%85%E9%81%B8%E4%BF%AE%E7%A7%91%E7%9B%AE/,,unknown,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,No international eligibility or MOI is inferred from the English university website.,2026-08-22
prog_tw_070,uni_tw_024,Tunghai University,Computer Science (International Division),Bachelor,https://exam2.thu.edu.tw/EXAM/download_doc_25/115_regulations.pdf?s=20260224120522,https://exam2.thu.edu.tw/EXAM/index.jsp?DOC=25,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current Tunghai official EMI information identifies the Computer Science International Division as an English-medium Bachelor programme.,2026-08-22
prog_tw_071,uni_tw_024,Tunghai University,Business Administration: Global Elite Program,Bachelor,https://exam2.thu.edu.tw/EXAM/download_doc_25/115_regulations.pdf?s=20260224120522,https://exam2.thu.edu.tw/EXAM/index.jsp?DOC=25,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Official 2026 brochure explicitly marks the Global Elite Program as English-taught.,2026-08-22
prog_tw_072,uni_tw_024,Tunghai University,International Business: Global Elite Program,Bachelor,https://exam2.thu.edu.tw/EXAM/download_doc_25/115_regulations.pdf?s=20260224120522,https://exam2.thu.edu.tw/EXAM/index.jsp?DOC=25,verified_yes,language_of_instruction,duration_years; study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Official 2026 material identifies this as an English-taught Bachelor programme.,2026-08-22
prog_tw_073,uni_tw_025,Soochow University,Data Science,Bachelor,https://web-en.scu.edu.tw/datascience,https://web-en.scu.edu.tw/entrance/web_page/460,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Soochow's 2026 prospectus states Bachelor programmes outside Law have a four-year normal duration. Chinese admission proficiency is not automatically converted into MOI.,2026-08-22
prog_tw_074,uni_tw_025,Soochow University,Business Administration,Bachelor,https://www.ba.scu.edu.tw/en/,https://web-en.scu.edu.tw/entrance/web_page/460,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Four-year duration comes from the current 2026 international prospectus. Programme-wide MOI remains Unknown.,2026-08-22
prog_tw_075,uni_tw_025,Soochow University,International Business,Bachelor,https://web-en.scu.edu.tw/ibsu/web_page/1569,https://web-en.scu.edu.tw/entrance/web_page/460,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current prospectus supports four-year Bachelor duration. Language remains Unknown without whole-programme MOI evidence.,2026-08-22
prog_tw_076,uni_tw_026,Taipei Medical University,Pharmacy,Bachelor,https://oge.tmu.edu.tw/degree-students/undergraduate/,https://ogeadmission.tmu.edu.tw/foreign/index/index/applyForeignSn/112,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,TMU official undergraduate programme information gives Pharmacy a four-year duration. Fall 2026 admissions explicitly state all undergraduate programmes are taught in Chinese.,2026-08-22
prog_tw_077,uni_tw_026,Taipei Medical University,Public Health,Bachelor,https://ph.tmu.edu.tw/en/,https://ogeadmission.tmu.edu.tw/foreign/index/index/applyForeignSn/112,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,Current TMU undergraduate information lists Public Health as four years. Current Fall 2026 admissions state all undergraduate programmes are Chinese-taught.,2026-08-22
prog_tw_078,uni_tw_026,Taipei Medical University,Medical Laboratory Science and Biotechnology,Bachelor,http://mts.tmu.edu.tw,https://ogeadmission.tmu.edu.tw/foreign/index/index/applyForeignSn/112,verified_yes,duration_years; language_of_instruction,study_mode; tuition_fee; tuition_currency; tuition_period; minimum_gpa; gpa_scale; ielts_requirement; toefl_requirement; intake; application_deadline,TMU official programme profile identifies a traditional four-year undergraduate programme. Current Fall 2026 admission system states undergraduate programmes are Chinese-taught.,2026-08-22
