program_id,university_id,university_name,country_id,program_slot,program_name,field_of_study,degree_level,duration_years,study_mode,language_of_instruction,tuition_fee,tuition_currency,tuition_period,minimum_gpa,gpa_scale,ielts_requirement,toefl_requirement,intake,application_deadline,program_url,programme_identity_status,programme_identity_evidence,official_university_website,research_status,research_note,last_verified_at,international_applicants_status,international_application_url,international_requirements_note,international_applicants_last_verified_at
prog_kr_109,uni_kr_037,Sungshin Women's University,country_kr,1,,,,,,,,,,,,,,,,,PENDING,,https://www.sungshin.ac.kr/sites/main_eng/main.jsp,PENDING,,,PENDING,,,
prog_kr_110,uni_kr_037,Sungshin Women's University,country_kr,2,,,,,,,,,,,,,,,,,PENDING,,https://www.sungshin.ac.kr/sites/main_eng/main.jsp,PENDING,,,PENDING,,,
prog_kr_111,uni_kr_037,Sungshin Women's University,country_kr,3,,,,,,,,,,,,,,,,,PENDING,,https://www.sungshin.ac.kr/sites/main_eng/main.jsp,PENDING,,,PENDING,,,
prog_kr_112,uni_kr_038,Seoul Women's University,country_kr,1,,,,,,,,,,,,,,,,,PENDING,,https://www.swu.ac.kr/english/,PENDING,,,PENDING,,,
prog_kr_113,uni_kr_038,Seoul Women's University,country_kr,2,,,,,,,,,,,,,,,,,PENDING,,https://www.swu.ac.kr/english/,PENDING,,,PENDING,,,
prog_kr_114,uni_kr_038,Seoul Women's University,country_kr,3,,,,,,,,,,,,,,,,,PENDING,,https://www.swu.ac.kr/english/,PENDING,,,PENDING,,,
prog_kr_115,uni_kr_039,Dankook University,country_kr,1,,,,,,,,,,,,,,,,,PENDING,,https://www.dankook.ac.kr/en,PENDING,,,PENDING,,,
prog_kr_116,uni_kr_039,Dankook University,country_kr,2,,,,,,,,,,,,,,,,,PENDING,,https://www.dankook.ac.kr/en,PENDING,,,PENDING,,,
prog_kr_117,uni_kr_039,Dankook University,country_kr,3,,,,,,,,,,,,,,,,,PENDING,,https://www.dankook.ac.kr/en,PENDING,,,PENDING,,,
prog_kr_118,uni_kr_040,Myongji University,country_kr,1,,,,,,,,,,,,,,,,,PENDING,,https://www.mju.ac.kr/us/index.do,PENDING,,,PENDING,,,
prog_kr_119,uni_kr_040,Myongji University,country_kr,2,,,,,,,,,,,,,,,,,PENDING,,https://www.mju.ac.kr/us/index.do,PENDING,,,PENDING,,,
prog_kr_120,uni_kr_040,Myongji University,country_kr,3,,,,,,,,,,,,,,,,,PENDING,,https://www.mju.ac.kr/us/index.do,PENDING,,,PENDING,,,
