program_id,university_id,university_name,program_name,degree_level,programme_source_url,international_source_url,international_applicants_status,verified_fields,unresolved_fields,evidence_note,verified_at
prog_th_109,uni_th_037,Chiang Mai Rajabhat University,Aviation Business Management,Bachelor,https://www.inter.cmru.ac.th/admission/,https://www.inter.cmru.ac.th/admission/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Chiang Mai Rajabhat University International College's current 2026 admission page explicitly lists Aviation Business Management as an International Program and requires applicants to be international students with secondary-school-equivalent qualifications and passport documentation.,2026-08-22
prog_th_110,uni_th_037,Chiang Mai Rajabhat University,International Business Management,Bachelor,https://www.inter.cmru.ac.th/admission/,https://www.inter.cmru.ac.th/admission/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,CMRU International College's 2026 admission page explicitly lists International Business Management and accepts international students through the current passport-based international admission process.,2026-08-22
prog_th_111,uni_th_037,Chiang Mai Rajabhat University,English for International Communication,Bachelor,https://www.inter.cmru.ac.th/admission/,https://www.inter.cmru.ac.th/admission/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status,duration_years|study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,CMRU International College's current 2026 admission page explicitly lists English for International Communication as an International Program and provides a dedicated international-student admission route.,2026-08-22
prog_th_112,uni_th_038,Nakhon Ratchasima Rajabhat University,Communicative Thai for Foreigners,Bachelor,https://apro.nrru.ac.th/apro/show_pages.php?pages=2a38a4a9316c49e5a833517c45d31070,https://human.nrru.ac.th/show_pagesr.php?pages=c51ce410c124a10e0db5e4b97fc2af39,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,NRRU's current programme registry shows the B.A. Communicative Thai for Foreigners curriculum for academic year 2569. The programme's official information explicitly identifies foreign students as its target learners and documents foreign enrolment.,2026-08-22
prog_th_113,uni_th_038,Nakhon Ratchasima Rajabhat University,Chinese,Bachelor,https://apro.nrru.ac.th/apro/show_pages.php?pages=2a38a4a9316c49e5a833517c45d31070,https://human.nrru.ac.th/show_pagesr.php?pages=6f4922f45568161a8cdf4ad2299f6d23,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,NRRU's official programme records verify the B.A. Chinese programme. The programme specification explicitly permits Thai and foreign students who possess sufficient Thai-language ability.,2026-08-22
prog_th_114,uni_th_038,Nakhon Ratchasima Rajabhat University,Law,Bachelor,https://apro.nrru.ac.th/apro/show_pages.php?pages=2a38a4a9316c49e5a833517c45d31070,https://human.nrru.ac.th/show_pagesr.php?pages=c81e728d9d4c2f636f067f89cc14862c,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,NRRU's current undergraduate programme records include the Bachelor of Laws. The official programme specification explicitly permits Thai and foreign students with sufficient Thai proficiency.,2026-08-22
prog_th_115,uni_th_039,Phuket Rajabhat University,English Language,Bachelor,https://pkru.ac.th/en/register/course/bachelor,https://pkru.ac.th/en/news-feature/9450-ieac-certicate-2025-2,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"Phuket Rajabhat University's current official Bachelor Degree page verifies the four-year Bachelor of Education programme in English Language. PKRU maintains current international-student support, but a sufficiently current programme-specific foreign degree-admission route for this programme was not verified. Eligibility remains unknown.",2026-08-22
prog_th_116,uni_th_039,Phuket Rajabhat University,General Science,Bachelor,https://pkru.ac.th/en/register/course/bachelor,https://pkru.ac.th/en/news-feature/9450-ieac-certicate-2025-2,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"PKRU's current official Bachelor Degree catalogue verifies the four-year Bachelor of Education programme in General Science. Current programme-specific foreign applicant eligibility was not sufficiently explicit, so international eligibility remains unknown.",2026-08-22
prog_th_117,uni_th_039,Phuket Rajabhat University,Entrepreneurship,Bachelor,https://pkru.ac.th/en/register/course/bachelor,https://pkru.ac.th/en/news-feature/9450-ieac-certicate-2025-2,unknown,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years,study_mode|language_of_instruction|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline|international_applicant_eligibility,"PKRU's current Bachelor Degree catalogue verifies Entrepreneurship under the Bachelor of Business Administration programmes. The university supports international students institutionally, but current explicit foreign degree-admission evidence for this exact programme was not verified. Eligibility therefore remains unknown.",2026-08-22
prog_th_118,uni_th_040,Suratthani Rajabhat University,Tourism and Hospitality Management (Thai Program),Bachelor,https://ist.sru.ac.th/program/23/en/,https://ist.sru.ac.th/program/23/en/,verified_yes,program_name|field_of_study|degree_level|program_url|international_applicants_status|duration_years|language_of_instruction,study_mode|tuition_fee|tuition_currency|tuition_period|minimum_gpa|gpa_scale|ielts_requirement|toefl_requirement|intake|application_deadline,Suratthani Rajabhat University's current International School of Tourism programme page verifies the B.A. Tourism and Hospitality Management Thai Program and explicitly states that the programme is open to both Thai and international students.,2026-08-22
